Subiect,"Tip Interventie","Motiv Interventie",Organizatie,Status,"Prioritate Caz","Data Deschidere","Data Inchidere","Nume Echipament","Atribuit Lui"
"revizie analizor Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2017-05-31,,Pathfast,"Claudiu Herlea"
"intretinere Gastat 603","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-05-31,,,"Claudiu Herlea"
"ecran defect Pathfast","Fara Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-06-14,,Pathfast,"Claudiu Herlea"
"verificari Inoculator Sensititre","Fara Factura",Revizie,"DSVSA Alba - CUI: 5823920",Inchis,"Nivel Scazut",2017-06-14,,,"Claudiu Herlea"
"inlocuit ecran Pathfast","Fara Factura",Revizie,"Spitalul Cl. Jud.de Urgenta SIBIU - CUI: 4240898",Inchis,"Nivel Scazut",2017-06-16,,Pathfast,"Claudiu Herlea"
"PMT defect Pathfast","Cu Factura",Cerere,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-06-23,,Pathfast,"Claudiu Herlea"
"calibrare esuata analizor Pathfast","Cu Factura",Cerere,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2017-06-23,,Pathfast,"Claudiu Herlea"
"verificare Sterinis","Cu Factura",Revizie,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-06-23,,,"Claudiu Herlea"
"mentenanta Pathfast ATI","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-06-23,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast ATI2","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-06-23,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast UPU","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-06-23,,Pathfast,"Claudiu Herlea"
"intretinere Gastat 1830","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-06-23,,,"Claudiu Herlea"
"intretinere Gastat 1830","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-06-23,,,"Claudiu Herlea"
"service Sterinis","Cu Factura",Cerere,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-07-04,,,"Claudiu Herlea"
"MENTENANTA ANUALA Pathfast","Cu Factura",Revizie,"Sp. Orasenesc Abrud - CUI: 4562940",Inchis,"Nivel Scazut",2017-07-04,,Pathfast,"Claudiu Herlea"
"service URIT","Cu Factura",Cerere,"Sp. Orasenesc Campeni - CUI: 4331074",Inchis,"Nivel Scazut",2017-07-04,,,"Claudiu Herlea"
"service URIT","Cu Factura",Cerere,"Sp. Orasenesc Campeni - CUI: 4331074",Inchis,"Nivel Scazut",2017-07-04,,,"Claudiu Herlea"
"MENTENANTA ANUALA Pathfast","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2017-07-11,,Pathfast,"Claudiu Herlea"
"intretinere Gastat 603","Cu Factura",Cerere,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-07-11,,,"Claudiu Herlea"
"intretinere Gastat 1830","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-07-11,,,"Claudiu Herlea"
"gastat navy - mufa defecta","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-07-12,,"Gastat Navi","Claudiu Herlea"
"service Pathfast ","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-07-12,,Pathfast,"Claudiu Herlea"
"service URIT","Cu Factura",Cerere,"Sp. Orasenesc Campeni - CUI: 4331074",Inchis,"Nivel Scazut",2017-07-24,,,"Claudiu Herlea"
"service nebulizator","Cu Factura",Cerere,"UM 0502 Cabinet Medical Alba Iulia - CUI: ",Inchis,"Nivel Scazut",2017-07-24,,,"Claudiu Herlea"
"service Hemochron ","Cu Factura",Cerere,"Institutul de Urgenta pt. Boli Cardiovasculare si Transplant Targu Mures - CUI: 32051606",Inchis,"Nivel Scazut",2017-07-24,,,"Claudiu Herlea"
"verificare Sterinis","Cu Factura",Revizie,"UM 0502 Cabinet Medical Sibiu - CUI: ",Inchis,"Nivel Scazut",2017-07-24,,,"Claudiu Herlea"
"mentenanta Pathfast UPU","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2017-07-24,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast UPU","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2017-07-24,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast ATI","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2017-07-24,,Pathfast,"Claudiu Herlea"
"MENTENANTA ANUALA Pathfast","Cu Factura",Revizie,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-07-24,,Pathfast,"Claudiu Herlea"
"calibrare analizor Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-07-25,,Pathfast,"Claudiu Herlea"
"service Pathfast ","Cu Factura",Cerere,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-07-25,,Pathfast,"Claudiu Herlea"
"mutat analizor GASTAT","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-08-02,,,"Claudiu Herlea"
"intretinere Gastat 603","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-08-02,,,"Claudiu Herlea"
"service gastat 603","Cu Factura",Cerere,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-08-02,,,"Claudiu Herlea"
"service Hemochron ","Cu Factura",Cerere,"Spitalul Municipal Cluj - CUI: 4547117",Inchis,"Nivel Scazut",2017-08-02,,,"Claudiu Herlea"
"predare Hemochron ELITE","Cu Factura",Cerere,"Spitalul Municipal Cluj - CUI: 4547117",Inchis,"Nivel Scazut",2017-08-02,,,"Claudiu Herlea"
"verificare ventilator HT70","Fara Factura",Cerere,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-09-07,,,"Claudiu Herlea"
"verificare STERINIS","Cu Factura",Cerere,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-09-07,,,"Claudiu Herlea"
"MENTENANTA PATHFAST","Cu Factura",Revizie,"Inst.Reg.gastro-hepato dr.O.-Fodor - CUI: 4354523",Inchis,"Nivel Scazut",2017-09-07,,,"Claudiu Herlea"
"service Pathfast","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-09-07,,Pathfast,"Claudiu Herlea"
"predare nebulizator ","Cu Factura",Revizie,"UM 0502 Cabinet Medical Zalau - CUI: ",Inchis,"Nivel Scazut",2017-09-25,,,"Claudiu Herlea"
"verificare analizor Pathfast","Cu Factura",Revizie,"Sp. Orasenesc Negresti Oas - CUI: 3963960",Inchis,"Nivel Scazut",2017-09-25,,Pathfast,"Claudiu Herlea"
"revizie analizor Pathfast - UPU","Cu Factura",Revizie,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2017-09-25,,Pathfast,"Claudiu Herlea"
"revizie analizor Pathfast - cardio","Cu Factura",Revizie,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2017-09-25,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-11-14,,Pathfast,"Claudiu Herlea"
"intretinere Gastat 603","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-11-14,,,"Claudiu Herlea"
"service Sterinis","Cu Factura",Cerere,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2017-11-14,,,"Claudiu Herlea"
"service Pathfast","Cu Factura",Cerere,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2017-11-14,,Pathfast,"Claudiu Herlea"
"service Sterinis","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-11-14,,,"Claudiu Herlea"
"service Pathfast","Cu Factura",Cerere,"Spitalul Municipal Cluj - CUI: 4547117",Inchis,"Nivel Scazut",2017-11-14,,Pathfast,"Claudiu Herlea"
"MENTENANTA PATHFAST","Fara Factura",Revizie,"Sp. Municipal Gherla - CUI: 4546995",Inchis,"Nivel Scazut",2017-11-14,,Pathfast,"Claudiu Herlea"
"INTRETINERE GASTAT","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2017-11-14,,,"Claudiu Herlea"
"PREDARE HEMOCHRON","Cu Factura",Cerere,"Institutul de Urgenta pt. Boli Cardiovasculare si Transplant Targu Mures - CUI: 32051606",Inchis,"Nivel Scazut",2017-11-14,,,"Claudiu Herlea"
"MENTENANTA PATHFAST","Fara Factura",Revizie,"Spitalul Municipal Cluj - CUI: 4547117",Inchis,"Nivel Scazut",2017-11-14,,Pathfast,"Claudiu Herlea"
"SERVICE HEMOCHRON","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-11-14,,,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2017-12-06,,Pathfast,"Claudiu Herlea"
"verificari Hemochron","Cu Factura",Revizie,"Spitalul Cl. de Copii Cluj Napoca - CUI: 4426352",Inchis,"Nivel Scazut",2017-12-06,,,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-12-06,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-12-06,,Pathfast,"Claudiu Herlea"
"service Sensititre","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2017-12-06,,,"Claudiu Herlea"
"service URIT","Cu Factura",Revizie,"Sp. Orasenesc Campeni - CUI: 4331074",Inchis,"Nivel Scazut",2017-12-06,,,"Claudiu Herlea"
"mentenanta analizor PATHFAST","Cu Factura",Revizie,"Sp. Orasenesc Abrud - CUI: 4562940",Inchis,"Nivel Scazut",2017-12-06,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast + Gastat","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2017-12-06,,Pathfast,"Claudiu Herlea"
"mentenanta analizor Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2017-12-06,,Pathfast,"Claudiu Herlea"
"service URIT","Cu Factura",Revizie,"Sp. Orasenesc Campeni - CUI: 4331074",Inchis,"Nivel Scazut",2017-12-20,,,"Claudiu Herlea"
"VERIFICARE PATHFAST","Cu Factura",Cerere,"Spit Clinic de Boli Infectioase Cluj - CUI: 4485715",Inchis,"Nivel Scazut",2017-12-20,,Pathfast,"Claudiu Herlea"
"verifcare O-TWO","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2017-12-20,,,"Claudiu Herlea"
"verficare Valleylab","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2017-12-20,,,"Claudiu Herlea"
"verificare Valleylab","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2018-01-26,,,"Claudiu Herlea"
"revizie Sterinis SR42","Cu Factura",Revizie,"UM 0502 Cabinet Medical Oradea - CUI: ",Inchis,"Nivel Scazut",2018-01-26,,,"Claudiu Herlea"
"consumabile Pathfast","Cu Factura",Revizie,"Sp. Municipal Blaj - CUI: 4934679",Inchis,"Nivel Scazut",2018-01-26,,Pathfast,"Claudiu Herlea"
"service Hemochron","Fara Factura",Cerere,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2018-01-26,,,"Claudiu Herlea"
"mentenanta Pathfast","Fara Factura",Revizie,"Sp. Orasenesc Negresti Oas - CUI: 3963960",Inchis,"Nivel Scazut",2018-01-26,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2018-01-26,,Pathfast,"Claudiu Herlea"
"verificare Sterinis","Cu Factura",Revizie,"UM 0502 Cabinet Medical Sibiu - CUI: ",Inchis,"Nivel Scazut",2018-01-26,,,"Claudiu Herlea"
"mentenanta Sterinis","Cu Factura",Revizie,"Cabinet Medical Tg-Mures - CUI: ",Inchis,"Nivel Scazut",2018-01-26,,,"Claudiu Herlea"
"MENTENANTA PATHFAST","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2018-01-26,,Pathfast,"Claudiu Herlea"
"ridicat analizor Sterinis","Cu Factura",Revizie,"UM 0502 Cabinet Medical Satu Mare - CUI: ",Inchis,"Nivel Scazut",2018-02-28,,,"Claudiu Herlea"
"mentenanta Pathfast ATI","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2018-02-28,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast UPU","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2018-02-28,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Instit.Oncologic Prof.Dr.I.Chiricuta Cluj - CUI: 4547125",Inchis,"Nivel Scazut",2018-02-28,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spit Clinic de Boli Infectioase Cluj - CUI: 4485715",Inchis,"Nivel Scazut",2018-02-28,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2018-02-28,,Pathfast,"Claudiu Herlea"
"service HEMOCHRON ELITE","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2018-02-28,,,"Claudiu Herlea"
"REVIZIE STERINIS","Cu Factura",Revizie,"Cab medical SRI Baia Mare - CUI: ",Inchis,"Nivel Scazut",2018-03-16,,,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2018-03-16,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2018-03-16,,Pathfast,"Claudiu Herlea"
"service URIT","Cu Factura",Revizie,"Sp. Orasenesc Campeni - CUI: 4331074",Inchis,"Nivel Scazut",2018-03-16,,,"Claudiu Herlea"
"REVIZIE VALLEYLAB","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2018-04-04,,,"Claudiu Herlea"
"REVIZIE O-TWO","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2018-04-04,,,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2018-04-04,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2018-04-04,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Inst.Reg.gastro-hepato dr.O.-Fodor - CUI: 4354523",Inchis,"Nivel Scazut",2018-04-04,,,"Claudiu Herlea"
"service URIT","Cu Factura",Revizie,"Sp. Orasenesc Campeni - CUI: 4331074",Inchis,"Nivel Scazut",2018-04-04,,,"Claudiu Herlea"
"calibrare Pathfast","Cu Factura",Revizie,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2018-04-10,,Pathfast,"Claudiu Herlea"
"Mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2018-04-18,,Pathfast,"Claudiu Herlea"
"Mentenanta URIT 5200","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2018-04-18,,,"Claudiu Herlea"
"Service  Spotchem Ilia","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2018-06-22,,Spotchem,"Claudiu Herlea"
"service Valleylab","Cu Factura",Cerere,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Nou,"Nivel Scazut",2018-06-22,,,"Claudiu Herlea"
"service VALLEYLAB","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2018-06-22,,,"Claudiu Herlea"
"service Pathfast + Spotchem","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2018-06-22,,Pathfast,"Claudiu Herlea"
"service Pathfast","Cu Factura",Cerere,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2018-06-22,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Instit.Oncologic Prof.Dr.I.Chiricuta Cluj - CUI: 4547125",Inchis,"Nivel Scazut",2018-06-22,,Pathfast,"Claudiu Herlea"
"revizie Pathfast","Cu Factura",Revizie,"Spit Clinic de Boli Infectioase Cluj - CUI: 4485715",Inchis,"Nivel Scazut",2018-06-22,,Pathfast,"Claudiu Herlea"
"mentenanta pathfast","Cu Factura",Revizie,"Sp. Municipal Gherla - CUI: 4546995",Inchis,"Nivel Scazut",2018-06-22,,Pathfast,"Claudiu Herlea"
"instalare Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2018-06-22,,,"Claudiu Herlea"
"Mentenanta Pathfast ","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2018-06-22,,Pathfast,"Claudiu Herlea"
"Mentenanta Pathfast ","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2018-06-22,,Pathfast,"Claudiu Herlea"
"Mentenanta Pathfast ","Cu Factura",Revizie,"Sp. Orasenesc Negresti Oas - CUI: 3963960",Inchis,"Nivel Scazut",2018-06-22,,Pathfast,"Claudiu Herlea"
"service Valleylab","Cu Factura",Revizie,"Spital Judetean  Tg.Mures - CUI: 24014380",Inchis,"Nivel Scazut",2018-06-22,,,"Claudiu Herlea"
"reinstruire Pathfast","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2018-06-22,,Pathfast,"Claudiu Herlea"
"service Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2018-06-22,,Pathfast,"Claudiu Herlea"
"verificari QC Pathfast","Cu Factura",Cerere,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2018-06-27,,Pathfast,"Claudiu Herlea"
"verificari QC Alba Iulia","Cu Factura",Revizie,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2018-07-20,,Pathfast,"Claudiu Herlea"
"revizie Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2018-07-20,,Pathfast,"Claudiu Herlea"
"revizie Pathfast -ATI","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2018-07-20,,Pathfast,"Claudiu Herlea"
"revizie Pathfast - laborator","Cu Factura",Revizie,"Instit.Inimii N.Stancioiu - CUI: 4617719",Inchis,"Nivel Scazut",2018-07-20,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast UPU + ATI","Fara Factura",Revizie,"Spitalul Cl. Jud.de Urgenta SIBIU - CUI: 4240898",Inchis,"Nivel Scazut",2018-07-27,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast ","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2018-08-17,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2018-08-17,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2018-08-17,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2018-08-17,,Pathfast,"Claudiu Herlea"
"SERVICE SPOTCHEM","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2018-08-17,,Spotchem,"Claudiu Herlea"
"SERVICE SPOTCHEM","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2018-08-17,,Spotchem,"Claudiu Herlea"
"calibrare Pathfast","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Satu Mare - CUI: 3963722",Inchis,"Nivel Scazut",2018-08-22,,Pathfast,"Claudiu Herlea"
"calibrare Pathfast","Cu Factura",Revizie,"Sp. Mun. ' Ep.N.Popovici' Beius - CUI: 4558680",Inchis,"Nivel Scazut",2018-08-22,,,"Claudiu Herlea"
"predare Spotchem","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2018-09-10,,Spotchem,"Claudiu Herlea"
"intretinere Gastat","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2018-09-10,,,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spit Clinic de Boli Infectioase Cluj - CUI: 4485715",Inchis,"Nivel Scazut",2018-09-10,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Instit.Oncologic Prof.Dr.I.Chiricuta Cluj - CUI: 4547125",Inchis,"Nivel Scazut",2018-09-10,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2018-09-10,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2018-09-10,,Pathfast,"Claudiu Herlea"
"intretinere Gastat","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2018-09-10,,,"Claudiu Herlea"
"Mentenanta Pathfast","Cu Factura",Revizie,"Sp. Orasenesc Negresti Oas - CUI: 3963960",Inchis,"Nivel Scazut",2018-09-19,,Pathfast,"Claudiu Herlea"
"service Gastat navy","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2018-09-19,,"Gastat Navi","Claudiu Herlea"
"ridicare Pathfast","Cu Factura",Revizie,"Inst.Reg.gastro-hepato dr.O.-Fodor - CUI: 4354523",Inchis,"Nivel Scazut",2018-10-04,,,"Claudiu Herlea"
"service Pathfast - ecran defect","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2018-10-04,,Pathfast,"Claudiu Herlea"
"service Valleylab","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2018-10-04,,,"Claudiu Herlea"
"service Pathfast - ecran defect","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Cluj - CUI: 4288080",Inchis,"Nivel Scazut",2018-10-04,,Pathfast,"Claudiu Herlea"
"service Pathfast - ecran inundat","Cu Factura",Cerere,"Spitalul Cl. Jud.de Urgenta SIBIU - CUI: 4240898",Inchis,"Nivel Scazut",2018-10-04,,Pathfast,"Claudiu Herlea"
"mentenanta Pathfast","Cu Factura",Revizie,"Spitalul Jud. Urgenta Alba - CUI: 4613342",Inchis,"Nivel Scazut",2018-10-04,,Pathfast,"Claudiu Herlea"
#NAME?,"Cu Factura",Revizie,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Scazut",2018-10-04,,Pathfast,"Claudiu Herlea"
"Service Gastat 1835","Cu Factura",Revizie,"Spital Jud.de Urgenta Bistrita Nasaud - CUI: 4347593",Inchis,"Nivel Scazut",2018-11-09,,,"Claudiu Herlea"
"service Gastat navy","Cu Factura",Cerere,"Spitalul Jud. de Urgenta Deva - CUI: 4374385",Inchis,"Nivel Mediu",2018-11-09,,,"Claudiu Herlea"
"Mentenanta Pathfast","Cu Factura",Revizie,"Spit. Jud. de Urg 'Dr. C-tin Opris'Baia Mare - CUI: 3694594",Inchis,"Nivel Scazut",2018-11-09,,Pathfast,"Claudiu Herlea"
"mentennanta Pathfast","Cu Factura",Revizie,"Spitalul Municipal Cluj - CUI: 4547117",Inchis,"Nivel Scazut",2018-11-09,,Pathfast,"Claudiu Herlea"
"mentennanta Pathfast","Cu Factura",Revizie,"Spitalul Cl. Jud. de Urg. Tg Mures - CUI: 4323209",Inchis,"Nivel Scazut",2018-11-09,,Pathfast,"Claudiu Herlea"
