Subiect,"Tip Interventie","Motiv Interventie",Organizatie,Status,"Prioritate Caz","Data Deschidere","Data Inchidere","Nume Echipament","Atribuit Lui"
"Predare echipament Valleylab dupa reparatie. Pv.6496","Cu Factura",Cerere,"Sanador SRL - CUI: RO 12530000",Inchis,"Nivel Scazut",2019-11-19,,,"Razvan Dinescu"
"Predare ventilator Monnal T60 PV.7052","Cu Factura",Cerere,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2019-11-19,,"Ventilator Monnal T60","Razvan Dinescu"
"Predare ventilator dupa reparatie Pv.7051","Cu Factura",Cerere,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2019-11-19,,"Ventilator Monnal T60","Razvan Dinescu"
"Predare ventilator dupa reparatie Pv.6152","Fara Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2019-11-19,,"Ventilator Monnal T60","Razvan Dinescu"
"Predare ventilator dupa reparatie Pv.6153","Fara Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2019-11-19,,"Ventilator Monnal T60","Razvan Dinescu"
"Ecran defect Pathfast Pv.6978","Fara Factura",Cerere,"Sp.Cl.de Urg.'SF Pantelimon' - CUI: 4203881",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Predare electrocauter Force FX ","Fara Factura",Cerere,"Medicover SRL - CUI: 15446991",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Ridicare echipament Force Fx ","Fara Factura",Cerere,"Medicover SRL - CUI: 15446991",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Ridicare de la beneficiar Argon 4 ","Fara Factura",Cerere,"Spital univ.de urgenta Bucuresti - CUI: 4283570",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Ridicare echipament Argon 4 ","Fara Factura",Cerere,"Spital univ.de urgenta Bucuresti - CUI: 4283570",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Predare echipamente Argon 4 ","Fara Factura",Cerere,"Spital univ.de urgenta Bucuresti - CUI: 4283570",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Predare UPS dupa reparatie. GRAL MEDICAL ","Cu Factura",Cerere,"Gral Medical SRL - CUI: 15413404",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Eroare masurare lina 1 Pathfast Pv.6810","Fara Factura",Cerere,"Spitalul Jud. Buzau - CUI: 4055750",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Revizie Electrocautere Euroclinic","Cu Factura",Revizie,"Euroclinic Hospital SA - CUI: RO14009050",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Verificare VersaTrek ","Fara Factura",Cerere,"Gral Medical SRL - CUI: 15413404",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Preluare Ventilator Monnal T60 Pv.6788","Cu Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2019-11-20,,"Ventilator Monnal T60","Razvan Dinescu"
"Predare echipament dupa reparatie Pv.6990","Fara Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2019-11-20,,"Ventilator Monnal T60","Razvan Dinescu"
"Revizie Pathfast ","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Revizie Pathfast","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Predare electrocauter Valleylab ForceTriad Pv.6348","Cu Factura",Cerere,"Spitalul Clinic Dr.I.Cantacuzino - CUI: 4203490",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Revizie videolaringoscop ","Cu Factura",Revizie,"Spital Clinic Jud. de Urgenta Galati - CUI: 3126853",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Revizie Ventilator HT 70","Cu Factura",Revizie,"Spital Clinic Jud. de Urgenta Galati - CUI: 3126853",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Predare Pathfast ","Fara Factura",Cerere,"Sp. Cl. de Urg. Bagdasar-Arseni - CUI: 4943871",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Eroare temperatura Pathfast","Fara Factura",Cerere,"Spit.Jud.de Urgenta Braila - CUI: 4342863",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Eroare PMT Pathfast","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Eroare PMT Shutter Pathfast","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Revizie conform contract Pahtfast ","Cu Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Inlocuire Pathfast Pv.6292","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Vericiare Hemochron Pv.6324","Fara Factura",Cerere,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Scazut",2019-11-20,,"Hemochron Signature Elite","Razvan Dinescu"
"Predare electrocauter Force FX PV.6293","Cu Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Nebulizator SR2 defect PV.6277","Cu Factura",Cerere,"Sp. de Urg. pt Copii 'Sf. Maria' Iasi - CUI: 4701339",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Ridicare electrocauter defect Pv.6226","Fara Factura",Cerere,"Instit. Oncologic 'Al. Trestioreanu' - CUI: 4203709",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Erori calibrare D-dimer. PV.6050","Fara Factura",Cerere,"Inst. de Boli Cardiovasculare 'CC Iliescu' - CUI: 4203628",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Preluare in service Pathfast","Fara Factura",Cerere,"Sp. Cl. de Urg. Bagdasar-Arseni - CUI: 4943871",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Predare echipament dupa reparatie Pv.6005","Fara Factura",Cerere,"Sp. Cl. de Urg. Bagdasar-Arseni - CUI: 4943871",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Preluare echipament Pathfast Pv.5881","Fara Factura",Cerere,"Sp. Cl. de Urg. Bagdasar-Arseni - CUI: 4943871",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Verificare Pathfast Pv.5940","Fara Factura",Cerere,"Sp.Cl. Obs-Gine.""Prof.Dr.Panait Sirbu"" - CUI: 4316295",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Pathfast defect. ","Cu Factura",Cerere,"Spitalul Jud. Buzau - CUI: 4055750",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Predare electrocauter FORCE 2 Pv.6147","Cu Factura",Cerere,"Sp.Cl.de Urg.'SF Pantelimon' - CUI: 4203881",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Ridicare electrocauter defect. ","Cu Factura",Cerere,"Sp.Cl.de Urg.'SF Pantelimon' - CUI: 4203881",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Revizie conform contract. ","Cu Factura",Cerere,"Sp.Jud.de Urgenta Alexandria - CUI: 4253650",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Imprimanta defecta Pathast ","Fara Factura",Cerere,"Spital Municipal Turnu Magurele - CUI: 4568152",Inchis,"Nivel Scazut",2019-11-20,,Pathfast,"Razvan Dinescu"
"Eroare citire cod bare Pathfast Pv.5890","Fara Factura",Cerere,"Sp.Jud.de Urgenta Alexandria - CUI: 4253650",Inchis,"Nivel Scazut",2019-11-20,,,"Razvan Dinescu"
"Revizie Pathfast Pv.5835","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2019-11-21,,Pathfast,"Razvan Dinescu"
"Revizie Pahtfast ","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2019-11-21,,Pathfast,"Razvan Dinescu"
"Predare analizor Pahtfast PV.4857","Cu Factura",Cerere,"Inst. de Boli Cardiovasculare 'CC Iliescu' - CUI: 4203628",Inchis,"Nivel Scazut",2019-11-21,,Pathfast,"Razvan Dinescu"
"Revizie Pathfast ","Cu Factura",Revizie,"Inst. de Boli Cardiovasculare 'CC Iliescu' - CUI: 4203628",Inchis,"Nivel Scazut",2019-11-21,,Pathfast,"Razvan Dinescu"
"Revizie Pathfast Pv.4866","Cu Factura",Revizie,"Inst. de Boli Cardiovasculare 'CC Iliescu' - CUI: 4203628",Inchis,"Nivel Scazut",2019-11-21,,Pathfast,"Razvan Dinescu"
"Revizie Pathfast Pv.4985","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2019-11-21,,Pathfast,"Razvan Dinescu"
"Revizie Pathfast PV.4986","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2019-11-21,,Pathfast,"Razvan Dinescu"
"Electrocauter defect Force FX PV.5340","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Ridicare electrocauter defect Pv.5284","Cu Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Revizie Pathfast PV.5268","Fara Factura",Cerere,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Scazut",2019-11-21,,Pathfast,"Razvan Dinescu"
"Elecrocauter defect Force FX Pv.5252","Cu Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Revizie Pathfast PV.5377","Cu Factura",Revizie,"Spitalul Jud. Slobozia - CUI: 4231768",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Revizie Pathfast PV.5378","Cu Factura",Revizie,"Spitalul Jud. Slobozia - CUI: 4231768",Inchis,"Nivel Scazut",2019-11-21,,Pathfast,"Razvan Dinescu"
"Ridicare electrocauter defect. PV.5285","Cu Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Predare electrocauter Pv.5288","Cu Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Revizie Pathfast","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2019-11-21,,Pathfast,"Razvan Dinescu"
"Revizie Pathfast ","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2019-11-21,,Pathfast,"Razvan Dinescu"
"Revizie Pathfast Pv.4834","Cu Factura",Revizie,"Spital Judetean de Urgenta Valcea - CUI: 2540589",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Revizie conform contract. PV.2713","Cu Factura",Revizie,"Spital Judetean de Urgenta Valcea - CUI: 2540589",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Ridicare Norma Icon 3 PV.4809","Fara Factura",Cerere,"Spital Clinic Urg.pt.copii ''Sf.Ioan'' Galati - CUI: 3346875",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Preluare echipament Maxibio Pv.4779","Fara Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Inlocuire filtre hepa Airpura.","Fara Factura",Cerere,"Spitalul Jud. de Urgenta Constanta - CUI: 4301103",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Verificare Gastat 1835 Pv. 4726","Fara Factura",Cerere,"Centrul de Cercet. Stiintifice Medico-Militare - CUI: RO13684210",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Ecran defect Pathfast PV.4691","Fara Factura",Cerere,"Inst. de Boli Cardiovasculare 'CC Iliescu' - CUI: 4203628",Inchis,"Nivel Scazut",2019-11-21,,Pathfast,"Razvan Dinescu"
"Eroare FS3 Gastat 1835","Fara Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Verificare Gastat 1835","Fara Factura",Cerere,"Spitalul Jud. de Urgenta Constanta - CUI: 4301103",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Revizie electrcaouter ForceTriad ","Fara Factura",Revizie,"Spital Clinic Nicolae Malaxa - CUI: 4203938",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Ecran LCD defect Pathfast PV.4378","Cu Factura",Cerere,"Sp.Cl.de Urg.'SF Pantelimon' - CUI: 4203881",Inchis,"Nivel Scazut",2019-11-21,,Pathfast,"Razvan Dinescu"
"Predare Pathfast","Cu Factura",Cerere,"Sp.Cl.de Urg.'SF Pantelimon' - CUI: 4203881",Inchis,"Nivel Scazut",2019-11-21,,Pathfast,"Razvan Dinescu"
"Verificare Gastat 1835","Fara Factura",Revizie,"Centrul de Cercet. Stiintifice Medico-Militare - CUI: RO13684210",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Verificare electrocauter Force 300 Pv.4223","Cu Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2019-11-21,,,"Razvan Dinescu"
"Verificare Gastat 1835 PV.7771","Fara Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - Balotesti - CUI: 8372077",Inchis,"Nivel Scazut",2019-12-17,,,"Razvan Dinescu"
"Revizie periodica Pathfast PV.7772","Fara Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - Balotesti - CUI: 8372077",Inchis,"Nivel Scazut",2019-12-17,,,"Razvan Dinescu"
"Verficare Pathfast PV.7677","Fara Factura",Cerere,"Spital Municipal Medgidia - CUI: 4300752",Inchis,"Nivel Scazut",2019-12-17,,Pathfast,"Razvan Dinescu"
"Verificare echipament si inlocuire consumabile. PV.7676","Fara Factura",Cerere,"Spital Municipal Medgidia - CUI: 4300752",Inchis,"Nivel Scazut",2019-12-17,,,"Razvan Dinescu"
"Remediere defect sesizat Pahtfast Pv.7955","Fara Factura",Cerere,"Spital Clinic de copii ''Dr.V.Gomoiu'' - CUI: 4283759",Inchis,"Nivel Scazut",2019-12-20,,Pathfast,"Razvan Dinescu"
"Verificare Gastat 1830 si inlocuire consumabile Pv.7868","Fara Factura",Cerere,"Spital Municipal Medgidia - CUI: 4300752",Inchis,"Nivel Scazut",2019-12-20,,,"Razvan Dinescu"
"Verificare echipament Norma Pv.7888","Cu Factura",Cerere,"Spitalul Jud. Slobozia - CUI: 4231768",Inchis,"Nivel Scazut",2019-12-20,,,"Razvan Dinescu"
"Predare Gastat dupa reparatie PV.7885","Fara Factura",Cerere,"Spitalul Jud. de Urgenta Constanta - CUI: 4301103",Inchis,"Nivel Scazut",2019-12-20,,,"Razvan Dinescu"
"Verificare Pathfast Pv.7853","Fara Factura",Cerere,"Spitalul Judetean Pitesti - CUI: 4122205",Inchis,"Nivel Scazut",2019-12-20,,,"Razvan Dinescu"
"Revizie conform contract Pv.7348","Cu Factura",Revizie,"Inst. de Boli Cardiovasculare 'CC Iliescu' - CUI: 4203628",Inchis,"Nivel Scazut",2019-12-20,,Pathfast,"Razvan Dinescu"
"Revizie conform contract PV.7349","Cu Factura",Revizie,"Inst. de Boli Cardiovasculare 'CC Iliescu' - CUI: 4203628",Inchis,"Nivel Scazut",2019-12-20,,Pathfast,"Razvan Dinescu"
"Revizie conform contract PV.7350","Cu Factura",Revizie,"Inst. de Boli Cardiovasculare 'CC Iliescu' - CUI: 4203628",Inchis,"Nivel Scazut",2019-12-20,,Pathfast,"Razvan Dinescu"
"Ridicare echipament Gastat defect PV.7672","Fara Factura",Cerere,"Spitalul Jud. de Urgenta Constanta - CUI: 4301103",Inchis,"Nivel Scazut",2019-12-20,,,"Razvan Dinescu"
"Predare echipament hematologie URIT 3000 + PV.7696","Fara Factura",Cerere,"Spitalul de Urgenta Tulcea - CUI: 4026712",Inchis,"Nivel Scazut",2019-12-20,,,"Razvan Dinescu"
"Verificare periodica Pathfast Pv.7695","Fara Factura",Revizie,"Spital univ.de urgenta Bucuresti - CUI: 4283570",Inchis,"Nivel Scazut",2019-12-20,,,"Razvan Dinescu"
"Revizie conform contract ","Cu Factura",Revizie,"Inst. de Boli Cardiovasculare 'CC Iliescu' - CUI: 4203628",Inchis,"Nivel Scazut",2019-12-20,,Pathfast,"Razvan Dinescu"
"Revizie conform contract ","Cu Factura",Revizie,"Inst. de Boli Cardiovasculare 'CC Iliescu' - CUI: 4203628",Inchis,"Nivel Scazut",2019-12-20,,Pathfast,"Razvan Dinescu"
"Revizie conform contract ","Cu Factura",Revizie,"Inst. de Boli Cardiovasculare 'CC Iliescu' - CUI: 4203628",Inchis,"Nivel Scazut",2019-12-20,,Pathfast,"Razvan Dinescu"
"Predare Pathfast dupa reparatie ","Cu Factura",Cerere,"Sp.Cl.de Urg.'SF Pantelimon' - CUI: 4203881",Inchis,"Nivel Scazut",2019-12-20,,Pathfast,"Razvan Dinescu"
"Revizie conform contract ","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2019-12-20,,Pathfast,"Razvan Dinescu"
"Revizie conform contract ","Cu Factura",Revizie,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2019-12-20,,Pathfast,"Razvan Dinescu"
"Ridicare echipament Pathfast defect. Pv.7292","Fara Factura",Cerere,"Sp.Cl.de Urg.'SF Pantelimon' - CUI: 4203881",Inchis,"Nivel Scazut",2019-12-20,,Pathfast,"Razvan Dinescu"
"Remediere defect sesizat Pathfast Pv.7382","Cu Factura",Cerere,"Spital de Urgenta al M.A.I. Dr. Dimitrie Gerota - CUI: 4283767",Inchis,"Nivel Scazut",2019-12-20,,Pathfast,"Razvan Dinescu"
"Verificare Gastat 1835 Pv.7150","Fara Factura",Cerere,"Sp.Agrippa Ionescu Bucuresti - CUI: 8372077",Inchis,"Nivel Scazut",2019-12-20,,,"Razvan Dinescu"
"Revizie conform contract PV.7896","Cu Factura",Revizie,"Sp. Jud. de Urg. Targoviste - CUI: 4206845",Inchis,"Nivel Scazut",2019-12-20,,Pathfast,"Razvan Dinescu"
"Ridicare echipament Valleylab Pv.102","Cu Factura",Cerere,"Spital Clinic de Ortopedie Foisor - CUI: 5062357",Inchis,"Nivel Scazut",2020-01-28,,,"Razvan Dinescu"
"Verificare echipament si remediere defect sesizat Gastat1835 Pv.173","Fara Factura",Cerere,"Spitalul Jud. de Urgenta Constanta - CUI: 4301103",Inchis,"Nivel Scazut",2020-01-28,,,"Razvan Dinescu"
"Verificare electrocautere BO Spit. Gomoiu Pv.303","Cu Factura",Cerere,"Spital Clinic de copii ''Dr.V.Gomoiu'' - CUI: 4283759",Inchis,"Nivel Scazut",2020-01-28,,,"Razvan Dinescu"
"Ventilator Monnal T60  defect PV.264","Cu Factura",Cerere,"Spital Clinic Sfanta Maria Bucuresti - CUI: 4382558",Inchis,"Nivel Scazut",2020-01-28,,"Ventilator Monnal T60","Razvan Dinescu"
"Predare Ventilator dupa reparatie. Pv.276","Cu Garantie",Cerere,"Spital Clinic Sfanta Maria Bucuresti - CUI: 4382558",Inchis,"Nivel Scazut",2020-01-28,,"Ventilator Monnal T60","Razvan Dinescu"
"Vericiare eletrocautere Valleylab SJU Ilfov Pv.421","Cu Factura",Cerere,"Spital Cl. Jud. Ilfov - CUI: 14989140",Inchis,"Nivel Scazut",2020-01-28,,,"Razvan Dinescu"
"Verificare echipamente BO Pv.601","Cu Factura",Cerere,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2020-01-28,,,"Razvan Dinescu"
"Verificare echipamente BO Maternitatea Bucur Pv.586","Cu Factura",Cerere,"Spital Clinic Urgenta SF Ioan Bucuresti - CUI: 4204178",Inchis,"Nivel Scazut",2020-01-28,,,"Razvan Dinescu"
"Verificare electrocautere BO.527","Cu Factura",Cerere,"Spital clinic CF.nr.2 Bucuresti - CUI: 4505316",Inchis,"Nivel Scazut",2020-01-28,,,"Razvan Dinescu"
"Ridicare Ventilator Monnal T60 pv.649","Cu Factura",Cerere,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2020-02-03,,"Ventilator Monnal T60","Razvan Dinescu"
"Predare ventilator dupa reparatie Pv.696","Cu Factura",Cerere,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2020-02-03,,"Ventilator Monnal T60","Razvan Dinescu"
"Ilocuire lot reactivi Norma Pv.676","Fara Factura",Cerere,"Spital Clinic de copii ''Dr.V.Gomoiu'' - CUI: 4283759",Inchis,"Nivel Scazut",2020-02-03,,,"Razvan Dinescu"
"Verificare Pathfast PV.666","Fara Factura",Cerere,"Spitalul Prof Dr Ctin Angelescu - CUI: 4192936",Inchis,"Nivel Scazut",2020-02-03,,Pathfast,"Razvan Dinescu"
"Ridicare echipament Pathfast pentru revizie Pv.713","Cu Factura",Cerere,"Spitalul Prof Dr Ctin Angelescu - CUI: 4192936",Inchis,"Nivel Scazut",2020-02-03,,Pathfast,"Razvan Dinescu"
"Remediere defect sesizat Pathfast PV.627","Fara Factura",Cerere,"Sp.Jud.de Urgenta Slatina - CUI: 4394927",Inchis,"Nivel Scazut",2020-02-03,,Pathfast,"Razvan Dinescu"
"Predare electrocauter dupa reparatie Pv.774","Cu Factura",Cerere,"PONDERAS - CUI: ",Inchis,"Nivel Scazut",2020-02-03,,,"Razvan Dinescu"
"Ridicare Ventilator T60 PV.1268","Fara Factura",Cerere,"Spitalul Cl.Jud.Urg.Brasov - CUI: 4384117",Inchis,"Nivel Scazut",2020-02-24,,,"Razvan Dinescu"
"Inlocuire kit mentenanta anuala Monnal T60 Pv.1169","Fara Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2020-02-24,,"Ventilator Monnal T60","Razvan Dinescu"
"Verificare ventolator Monnal T60 Pv.898","Fara Factura",Cerere,"Spitalul Cl.Jud.Urg.Brasov - CUI: 4384117",Inchis,"Nivel Scazut",2020-02-24,,,"Razvan Dinescu"
"Ridicare echipamament defect Monnal T60 Pv. 1215","Fara Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2020-02-24,,"Ventilator Monnal T60","Razvan Dinescu"
"Ridicare echipament Valleylab pentru verificare Pv.1216","Fara Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2020-02-24,,,"Razvan Dinescu"
"Mentenanta pentriodica Pathfast Pv.1171","Fara Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2020-02-24,,Pathfast,"Razvan Dinescu"
"Mentenanta periodica Pathfast. Pv.1166","Cu Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2020-02-24,,Pathfast,"Razvan Dinescu"
"Inlocuire kit mentenanta anuala Monnal T60 Pv.1166","Fara Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2020-02-24,,"Ventilator Monnal T60","Razvan Dinescu"
"Inlocuire kit mentenanta anuala Monnal T60 Pv.1167","Fara Factura",Revizie,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2020-02-24,,"Ventilator Monnal T60","Razvan Dinescu"
"Inlocuire kit mentenanta anuala Monnal T60 PV.1167","Fara Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2020-02-24,,"Ventilator Monnal T60","Razvan Dinescu"
"Inlocuire kit mentenanta anuala Monnal T60  PV.1167","Fara Factura",Revizie,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2020-02-24,,"Ventilator Monnal T60","Razvan Dinescu"
"Inlocuire kit mentenanta anuala Monnal T60 Pv.1168","Fara Factura",Cerere,"UM 02482 - CUI: 4364594",Inchis,"Nivel Scazut",2020-02-24,,"Ventilator Monnal T60","Razvan Dinescu"
"Verificare periodica Pathfast Pv.1001","Cu Factura",Cerere,"Spitalul Jud. Slobozia - CUI: 4231768",Inchis,"Nivel Scazut",2020-02-24,,,"Razvan Dinescu"
"Verificare Norma Pv.1001","Fara Factura",Cerere,"Spitalul Jud. Slobozia - CUI: 4231768",Inchis,"Nivel Scazut",2020-02-24,,,"Razvan Dinescu"
"Remediere defect sesizat Norma Icon 3 PV803","Fara Factura",Cerere,"Spitalul de Urgenta Tulcea - CUI: 4026712",Inchis,"Nivel Scazut",2020-02-24,,,"Razvan Dinescu"
"Remediere defect sesizat Norma Icon3 Pv.1503","Fara Factura",Cerere,"Spitalul Jud. Slobozia - CUI: 4231768",Inchis,"Nivel Scazut",2020-02-28,,,"Razvan Dinescu"
"Rezivie Pathfast Pv.1387","Cu Factura",Cerere,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2020-02-28,,Pathfast,"Razvan Dinescu"
"Revizie Pathfast Pv.1388","Cu Factura",Revizie,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2020-02-28,,Pathfast,"Razvan Dinescu"
"Revizie Monnal T60 PV.1400","Cu Factura",Revizie,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2020-02-28,,"Ventilator Monnal T60","Razvan Dinescu"
"Revizie Ventilator Monnal T60 Pv.1402","Cu Factura",Revizie,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2020-02-28,,"Ventilator Monnal T60","Razvan Dinescu"
"Revizie Ventilator Monnal T60 Pv.1399","Cu Factura",Revizie,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2020-02-28,,"Ventilator Monnal T60","Razvan Dinescu"
"Revizie Ventilator Monnal T60 Pv.1401","Cu Factura",Revizie,"Sp. Universitar de Urgenta Elias - CUI: 4192537",Inchis,"Nivel Scazut",2020-02-28,,"Ventilator Monnal T60","Razvan Dinescu"
