Subiect,"Tip Interventie","Motiv Interventie",Organizatie,Status,"Prioritate Caz","Data Deschidere","Data Inchidere","Nume Echipament","Atribuit Lui"
"Revizie periodica Gastat navi PV - 6364","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,"Gastat Navi","Eduard Dimitrachi"
"Revizie periodica Gastat Navi PV - 5729","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,"Gastat Navi","Eduard Dimitrachi"
"Revizie periodica Gastat Navi PV - 5033","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,"Gastat Navi","Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 7112","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 6361","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Interventie/Revizie Pathfast - PV 5276","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 5015","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 4483","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 7111","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 6363","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 5730","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 5017","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 4484","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Interventie Electrocauter PV - 7634","Cu Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Scazut",2022-11-21,,,"Eduard Dimitrachi"
"Interventie Electrocauter PV - 7627","Fara Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Scazut",2022-11-21,,,"Eduard Dimitrachi"
"Revizie periodica Electrocauter PV - 7335","Cu Factura",Revizie,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Scazut",2022-11-21,,,"Eduard Dimitrachi"
"Interventie Electrocauter PV - 7271","Fara Factura",Cerere,"Sp. de Urg. pt Copii 'Sf. Maria' Iasi - CUI: 4701339",Inchis,"Nivel Scazut",2022-11-21,,,"Eduard Dimitrachi"
"Interventie Electrocauter PV - 7447","Fara Factura",Cerere,"Sp. de Urg. pt Copii 'Sf. Maria' Iasi - CUI: 4701339",Inchis,"Nivel Scazut",2022-11-21,,,"Eduard Dimitrachi"
"Interventie Electrocauter PV - 7334","Fara Factura",Cerere,"Sp. de Urg. pt Copii 'Sf. Maria' Iasi - CUI: 4701339",Inchis,"Nivel Scazut",2022-11-21,,,"Eduard Dimitrachi"
"Interventie Electrocauter PV - 7363","Fara Factura",Cerere,"Sp. de Urg. pt Copii 'Sf. Maria' Iasi - CUI: 4701339",Inchis,"Nivel Scazut",2022-11-21,,,"Eduard Dimitrachi"
"Revizie periodica Valleylab PV - 7377","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2022-11-21,,,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 7509","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Valleylab PV - 7536","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Scazut",2022-11-21,,,"Eduard Dimitrachi"
"Revizie periodica Valleylab PV - 7535","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Scazut",2022-11-21,,,"Eduard Dimitrachi"
"Revizie periodica Valleylab PV - 7510","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Scazut",2022-11-21,,,"Eduard Dimitrachi"
"Interventie Pathfast - PV 6395","Fara Factura",Cerere,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Interventie Unyvero PV - 5614","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Scazut",2022-11-21,,,"Eduard Dimitrachi"
"Interventie Electrocauter PV - 6242","Fara Factura",Cerere,"Instit. Boli Cardiovasculare Iasi - CUI: 8615184",Inchis,"Nivel Scazut",2022-11-21,,,"Eduard Dimitrachi"
"Interventie Pathfast - PV 6009","Fara Factura",Cerere,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast - PV 6284","Fara Factura",Cerere,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast - PV 6546","Fara Factura",Cerere,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast - PV 5889","Fara Factura",Cerere,"Sp. Municipal Radauti - CUI: 4327367",Inchis,"Nivel Scazut",2022-11-21,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Gastat Navi PV - 6255","Cu Factura",Revizie,"Spital  Pneumoftiziologie  Bisericani - CUI: 2613095",Inchis,"Nivel Scazut",2022-11-22,,"Gastat Navi","Eduard Dimitrachi"
"Interventie Electrocauter PV - 7885","Cu Factura",Revizie,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Scazut",2022-11-29,,,"Eduard Dimitrachi"
"Interventie Electrocauter PV - 7969","Cu Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Scazut",2022-11-29,,,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 8557","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica HEMOCHROM PV - 8559","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2023-01-03,,,"Eduard Dimitrachi"
"Revizie periodica CMI SENSITITRE PV - 8561","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2023-01-03,,Sensititre,"Eduard Dimitrachi"
"Revizie periodica VERSATREK PV - 8560","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2023-01-03,,,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 8558","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 8184","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 8183","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Scazut",2023-01-03,,,"Eduard Dimitrachi"
"Interventie Pathfast PV - 8228","Fara Factura",Cerere,"Sp. Municipal Radauti - CUI: 4327367",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 8292","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast - PV 8334","Fara Factura",Cerere,"Spt.Jud de Urg. Sf.Pantelimon  Focsani - CUI: 4350505",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 8335","Fara Factura",Cerere,"Spt.Jud de Urg. Sf.Pantelimon  Focsani - CUI: 4350505",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast PV - 8526","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast - PV 8501","Fara Factura",Cerere,"Spt.Jud de Urg. Sf.Pantelimon  Focsani - CUI: 4350505",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast - PV 8562","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Gastat Navi PV - 8468","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2023-01-03,,,"Eduard Dimitrachi"
"Revizie periodica Gastat NAVI PV - 7696","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2023-01-03,,,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 8467","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 8466","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 8465","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 7695","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 7694","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Revizie periodica PATHFAST PV - 7693","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Scazut",2023-01-03,,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast Focsani PV-253","Fara Factura",Cerere,"Spt.Jud de Urg. Sf.Pantelimon  Focsani - CUI: 4350505",Inchis,"Nivel Ridicat",2023-01-17,2023-01-17,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast Bacau PV-254","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-01-17,2023-01-17,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast Bacau PV-851","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-02-07,2023-02-07,Pathfast,"Eduard Dimitrachi"
"Interventie Valleylab Bacau PV-850","Cu Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-02-07,2023-02-07,Valleylab,"Eduard Dimitrachi"
"Interventie Norma Onesti PV-1045","Fara Factura",Cerere,"Spitalul Municipal Onesti - CUI: 4278825",Inchis,"Nivel Ridicat",2023-02-14,2023-02-14,"Norma Icon 3","Eduard Dimitrachi"
"Interventie Valleylab Bacau PV-1330","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-02-28,2023-02-28,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab Bacau PV-1249","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-02-23,2023-02-23,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab Bacau PV-1449","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-03-03,2023-03-03,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab Bacau PV-1448","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-03-03,2023-03-03,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab Bacau PV-1967","Cu Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-03-24,2023-03-24,Valleylab,"Eduard Dimitrachi"
"Interventie Pathfast Bacau PV-2023","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-03-28,2023-03-28,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast Vaslui PV-187","Cu Factura",Cerere,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Ridicat",2023-01-12,2023-01-12,Pathfast,"Eduard Dimitrachi"
"Revizie periodica CMI Sensititre Vaslui PV-1932","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Ridicat",2023-03-23,2023-03-23,Sensititre,"Eduard Dimitrachi"
"Revizie periodica Hemochrom Vaslui PV-1931","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Ridicat",2023-03-23,2023-03-23,"Hemochron Signature Elite","Eduard Dimitrachi"
"Revizie periodica Versatrek Vaslui PV-1933","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Ridicat",2023-03-23,2023-03-23,Versatrek,"Eduard Dimitrachi"
"Revizie periodica Pathfast - PV 1934","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Ridicat",2023-03-23,2023-03-23,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Vaslui - PV 1930","Cu Factura",Revizie,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Ridicat",2023-03-23,2023-03-23,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast P.Neamt PV-1986","Fara Factura",Cerere,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Ridicat",2023-03-27,2023-03-27,Pathfast,"Eduard Dimitrachi"
"Interventie Hemochrome Response IBCV iasi PV-1450","Fara Factura",,"Instit. Boli Cardiovasculare Iasi - CUI: 8615184",Inchis,"Nivel Ridicat",2023-03-03,2023-03-03,"Hemochron Signature Elite","Eduard Dimitrachi"
"Interventie Pathfast IBCV Iasi PV-70","Fara Factura",Cerere,"Instit. Boli Cardiovasculare Iasi - CUI: 8615184",Inchis,"Nivel Ridicat",2023-01-09,2023-01-09,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast  Spiridon Iasi PV-407","Fara Factura",Revizie,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Ridicat",2023-01-20,2023-01-20,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast Spiridon Iasi PV-1788","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Ridicat",2023-03-17,2023-03-17,Pathfast,"Eduard Dimitrachi"
"Interventie Valleylab IRO Iasi PV-2028","Fara Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Ridicat",2023-03-28,2023-03-28,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab IRO Iasi PV-2237","Cu Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Ridicat",2023-04-04,2023-04-04,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab IRO Iasi PV-2238","Cu Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Ridicat",2023-04-04,2023-04-04,Valleylab,"Eduard Dimitrachi"
"Interventie Norma ICON3 Onesti PV-2584","Fara Factura",Cerere,"Spitalul Municipal Onesti - CUI: 4278825",Inchis,"Nivel Ridicat",2023-04-20,2023-04-20,"Norma Icon 3","Eduard Dimitrachi"
"revizie periodica Valleylab Bacau PV - 2426","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-04-11,2023-04-11,Valleylab,"Eduard Dimitrachi"
"Revizie periodica Pathfast Bacau - PV 1934","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-04-11,2023-04-11,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Bacau - PV 2424","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-04-11,2023-04-11,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Bacau PV - 2425","Cu Factura",Revizie,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-04-11,2023-04-11,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Valleylab Suceava PV - 2474","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Ridicat",2023-04-12,2023-04-12,Valleylab,"Eduard Dimitrachi"
"Revizie periodica Monnal Suceava PV - 2476","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Ridicat",2023-04-12,2023-04-12,"Ventilator Monnal T60","Eduard Dimitrachi"
"Revizie periodica Valleylab Suceava PV - 2475","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Ridicat",2023-04-12,2023-04-12,Valleylab,"Eduard Dimitrachi"
"Revizie periodica Pathfast Suceava - PV 2473","Cu Factura",Revizie,"Spitalul Judetean Suceava - CUI: 4243983",Inchis,"Nivel Ridicat",2023-04-12,2023-04-12,Valleylab,"Eduard Dimitrachi"
"Rivizie periodica Pathfast Botosani PV - 366","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-01-19,2023-01-19,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Gastat Botosani PV - 365","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-01-19,2023-01-19,"Gastat Navi","Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani - PV 364","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-01-19,2023-01-19,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani - PV 363","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-01-19,2023-01-19,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 1112","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-02-16,2023-02-16,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 1111","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-02-16,2023-02-16,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Gastat Botosani PV - 1113","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-02-16,2023-02-16,"Gastat Navi","Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani - PV 1110","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-02-16,2023-02-16,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 1724","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-03-15,2023-03-15,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast PV - 1725","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-03-15,2023-03-15,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Gastat Botosani PV - 1727","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-03-15,2023-03-15,"Gastat Navi","Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 1726","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-03-15,2023-03-15,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Gastat Botosani PV - 2657","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-04-25,2023-04-25,"Gastat Navi","Eduard Dimitrachi"
"Revizie periodica Pathfast PV - 2658","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-04-25,2023-04-25,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 2659","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-04-25,2023-04-25,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Pathfast Botosani PV - 2660","Cu Factura",Revizie,"Spitalul Jud. 'Mavromati' Botosani - CUI: 4557951",Inchis,"Nivel Ridicat",2023-04-25,2023-04-25,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast IBCV IASI - PV 3067","Fara Factura",Cerere,"Instit. Boli Cardiovasculare Iasi - CUI: 8615184",Inchis,"Nivel Ridicat",2023-05-10,2023-05-10,Pathfast,"Eduard Dimitrachi"
"Interventie Valleylab IRO IASI PV - 3270","Cu Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Ridicat",2023-05-17,2023-05-17,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab IRO IASI - PV 3269","Fara Factura",Cerere,"Institutul Regional de Oncologie Iasi - CUI: 29067408",Inchis,"Nivel Ridicat",2023-05-17,2023-05-17,Valleylab,"Eduard Dimitrachi"
"Interventie Valleylab Sf. Spiridon IASI PV - 3272","Fara Factura",Cerere,"Spitalul Cl. Jud.De Urgenta Sf.Spiridon Iasi - CUI: 4701312",Inchis,"Nivel Ridicat",2023-05-17,2023-05-17,Valleylab,"Eduard Dimitrachi"
"Interventie Pathfast IBCV IASI - PV 3498","Fara Factura",Cerere,"Instit. Boli Cardiovasculare Iasi - CUI: 8615184",Inchis,"Nivel Ridicat",2023-05-29,2023-05-29,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast Radauti PV - 4037","Fara Factura",Cerere,"Sp. Municipal Radauti - CUI: 4327367",Inchis,"Nivel Ridicat",2023-06-26,2023-06-26,Pathfast,"Eduard Dimitrachi"
"Interventie Versatrek Vaslui PV - 3585","Fara Factura",Cerere,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Mediu",2023-05-31,2023-05-31,Versatrek,"Eduard Dimitrachi"
"Upgrade cabluri PMT/BCR Pathfast Vaslui PV - 6817","Fara Factura",Cerere,"Spitalul Jud. Vaslui - CUI: 3551942",Inchis,"Nivel Ridicat",2023-10-30,2023-10-30,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast Roman PV - 4803","Fara Factura",Cerere,"Spitalul Municipal de Urgenta Roman - CUI: 2613940",Inchis,"Nivel Ridicat",2023-07-28,2023-07-28,Pathfast,"Eduard Dimitrachi"
"Revizie periodica Valleylab PV - 5376","Cu Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Ridicat",2023-08-29,2023-08-29,Valleylab,"Eduard Dimitrachi"
"Revizie periodica Valleylab PV - 5374","Cu Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Ridicat",2023-08-29,2023-08-29,Valleylab,"Eduard Dimitrachi"
"Revizie periodica Valleylab P.Neamt PV-5375","Cu Factura",Revizie,"Spit Cl. jud de urgenta Piatra Neamt - CUI: 2613362",Inchis,"Nivel Ridicat",2023-08-29,2023-08-29,Valleylab,"Eduard Dimitrachi"
"Interventie Pathfast Bacau PV - 4303","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-07-05,2023-07-05,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast Bacau PV - 4304","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-07-05,2023-07-05,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast Focsani PV - 5139","Fara Factura",Cerere,"Spt.Jud de Urg. Sf.Pantelimon  Focsani - CUI: 4350505",Inchis,"Nivel Ridicat",2023-08-16,2023-08-16,Pathfast,"Eduard Dimitrachi"
"Interventie Pathfast Bacau PV - 5193","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-08-18,2023-08-18,Pathfast,"Eduard Dimitrachi"
"Interventie Norma Onesti PV - 5803","Fara Factura",Cerere,"Spitalul Municipal Onesti - CUI: 4278825",Inchis,"Nivel Ridicat",2023-09-18,2023-09-18,"Norma Icon 3","Eduard Dimitrachi"
"Interventie Pathfast Bacau PV - 5870","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-09-20,2023-09-20,Pathfast,"Eduard Dimitrachi"
"Interventie Valleylab Bacau PV - 6385","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-10-10,2023-10-10,Valleylab,"Eduard Dimitrachi"
"Interventie Pathfast Bacau PV - 6363","Fara Factura",Cerere,"Spit Jud de Urg Bacau - CUI: 4278728",Inchis,"Nivel Ridicat",2023-10-10,2023-10-10,Pathfast,"Eduard Dimitrachi"
